account,date,total_pnl,total_volume,total_fee,trade_count,buy_count,sell_count,avg_exec_price,coins_traded,net_pnl,buy_ratio,fg_value,fg_label,net_pnl_outlier,total_volume_outlier,net_pnl_w,total_volume_w,fg_7d_ma,fg_14d_ma,fg_delta,fg_momentum,is_extreme_fear,is_extreme_greed,is_win,pnl_per_trade,avg_trade_size,bias,is_contrarian,log_volume,pnl_tier,trader_tier_x,acct_win_rate_x,acct_contrarian_rate_x,acct_pnl_per_trade_x,trader_tier_y,acct_win_rate_y,acct_contrarian_rate_y,acct_pnl_per_trade_y
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,1372739.97,137.273975,55,1,54,2291.658181818182,1,115149.726025,0.0182,16.0,Extreme Fear,True,True,110634.30732992075,1372739.97,31.43,40.71,6.0,-1.0,1,0,1,2093.6314,24958.91,Bearish,0,14.132320007082695,Top 25%,Profitable,0.6667,0.375,417.1882,Profitable,0.6667,0.375,417.1882
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,134360.89,6.71802,45,36,9,2262.84,1,9475.503421,0.8,20.0,Extreme Fear,True,False,9475.503421,134360.89,27.29,38.57,4.0,-1.0,1,0,1,210.5667,2985.8,Bullish,1,11.808292110313808,Top 25%,Profitable,0.6667,0.375,417.1882,Profitable,0.6667,0.375,417.1882
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,5365898.24,268.294625,641,540,101,1773.83503900156,2,533706.368278,0.8424,33.0,Fear,True,True,110634.30732992075,5365898.24,21.57,35.29,7.0,1.0,0,0,1,832.6152,8371.14,Bullish,1,15.49557453230352,Top 25%,Profitable,0.6667,0.375,417.1882,Profitable,0.6667,0.375,417.1882
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,398200.0,39.819998,5,4,1,1988.0,1,40160.180002,0.8,45.0,Neutral,True,False,40160.180002,398200.0,36.14,35.07,15.0,1.0,0,0,1,8032.036,79640.0,Bullish,0,12.894712181909933,Top 25%,Profitable,0.6667,0.375,417.1882,Profitable,0.6667,0.375,417.1882
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,666240.85,66.62407,31,31,0,1570.1,1,307789.17934,1.0,43.0,Fear,True,False,110634.30732992075,666240.85,29.43,30.93,18.0,1.0,0,0,1,9928.6832,21491.64,Bullish,1,13.409408021741969,Top 25%,Profitable,0.6667,0.375,417.1882,Profitable,0.6667,0.375,417.1882
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,135847.3,34.68082399,55,8,47,6.429436363636363,1,11681.26240601,0.1455,84.0,Extreme Greed,True,False,11681.26240601,135847.3,79.29,83.57,6.0,1.0,0,1,1,212.3866,2469.95,Bearish,1,11.819294100974208,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,0.06,0.0,1,0,1,8.4961,1,0.0,0.0,81.0,Extreme Greed,False,False,0.0,0.6139,79.43,82.93,-3.0,1.0,0,1,0,0.0,0.06,Bearish,1,0.05826890812397577,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,48513.58,1.31668822,34,34,0,12.89264705882353,1,-1.31668822,1.0,72.0,Greed,False,False,-1.31668822,48513.58,79.29,79.93,-12.0,-1.0,0,0,0,-0.0387,1426.87,Bullish,0,10.789619650305571,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,52028.630000000005,5.202848,26,0,26,13.834769230769233,1,3509.828217,0.0,75.0,Extreme Greed,False,False,3509.828217,52028.630000000005,78.0,78.64,3.0,-1.0,0,0,1,134.9934,2001.1,Bearish,1,10.859568642977111,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,52066.88,1.4383267,46,46,0,12.666630434782608,1,-1.4383267,1.0,78.0,Extreme Greed,False,False,-1.4383267,52066.88,77.43,78.29,-1.0,1.0,0,0,0,-0.0313,1131.89,Bullish,0,10.860303530905197,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,54584.72,19.104602,64,0,64,13.295171875,1,2498.682783,0.0,78.0,Extreme Greed,False,False,2498.682783,54584.72,77.71,78.21,0.0,1.0,0,0,1,39.0419,852.89,Bearish,1,10.90752758906431,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,112897.91,20.81460217,59,44,15,25.3105593220339,1,1592.35130083,0.7458,81.0,Extreme Greed,False,False,1592.35130083,112897.91,81.86,79.5,-6.0,1.0,0,1,1,26.989,1913.52,Bullish,0,11.634248095529589,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,0.0,1,0,1,23.218,1,0.0,0.0,75.0,Extreme Greed,False,False,0.0,0.6139,80.71,78.86,-6.0,-1.0,0,0,0,0.0,0.11,Bearish,1,0.10436001532424277,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,341740.78,119.60926,34,13,21,3419.744117647059,1,1125.9092500000002,0.3824,74.0,Greed,False,False,1125.9092500000002,341740.78,80.43,79.0,-1.0,-1.0,0,0,1,33.115,10051.2,Neutral,1,12.741810701626845,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,36997.54,61.51029,13,13,0,0.2110161538461538,1,-61.51029,1.0,61.0,Greed,False,False,-61.51029,36997.54,65.57,68.14,-1.0,1.0,0,0,0,-4.7316,2845.96,Bullish,0,10.518633731388357,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,41490.68,14.521732,17,0,17,0.2365264705882352,1,4478.710747,0.0,75.0,Extreme Greed,False,False,4478.710747,41490.68,67.86,68.79,0.0,1.0,0,0,1,263.4536,2440.63,Bearish,1,10.63324820419189,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,84021.26999999999,89.144541,39,10,29,0.2003861538461538,1,957.886451,0.2564,77.0,Extreme Greed,False,False,957.886451,84021.26999999999,69.0,69.07,2.0,1.0,0,0,1,24.5612,2154.39,Bearish,1,11.338837161735226,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,272092.55,124.96169717,124,43,81,12.769497177419357,2,4717.09261983,0.3468,77.0,Extreme Greed,False,False,4717.09261983,272092.55,71.14,69.43,0.0,1.0,0,0,1,38.0411,2194.29,Bearish,1,12.513901219969984,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,588968.28,108.05738221,339,141,198,21.91401474926253,1,1585.43578279,0.4159,75.0,Extreme Greed,False,False,1585.43578279,588968.28,77.14,72.5,0.0,-1.0,0,0,1,4.6768,1737.37,Neutral,0,13.286129305076598,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,129509.91,24.25559825,54,50,4,22.171888888888887,1,4196.900800750001,0.9259,75.0,Extreme Greed,False,False,4196.900800750001,129509.91,76.86,72.93,0.0,-1.0,0,0,1,77.7204,2398.33,Bullish,0,11.771520403677389,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,66856.49,1.05928092,44,44,0,22.09409090909091,1,-1.05928092,1.0,71.0,Greed,False,False,-1.05928092,66856.49,75.57,74.43,-2.0,-1.0,0,0,0,-0.0241,1519.47,Bullish,0,11.110318618138683,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,73755.74,25.814472,56,0,56,24.378160714285716,1,6873.4313600000005,0.0,72.0,Greed,False,False,6873.4313600000005,73755.74,75.0,75.07,1.0,-1.0,0,0,1,122.7398,1317.07,Bearish,1,11.20852765985678,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,73735.48,1.16815524,46,46,0,22.091217391304347,1,-1.16815524,1.0,72.0,Greed,False,False,-1.16815524,73735.48,73.29,75.21,0.0,-1.0,0,0,0,-0.0254,1602.95,Bullish,0,11.20825293536263,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,81107.93000000001,28.387735,55,0,55,24.307618181818185,1,7344.097366,0.0,70.0,Greed,True,False,7344.097366,81107.93000000001,72.57,74.86,-2.0,-1.0,0,0,1,133.529,1474.69,Bearish,1,11.303548345015843,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,163388.11,29.90369878,78,53,25,25.75333333333333,1,1132.09884222,0.6795,68.0,Greed,False,False,1132.09884222,163388.11,71.71,74.29,-8.0,-1.0,0,0,1,14.5141,2094.72,Bullish,0,12.00388981292025,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,1443682.0,487.25693852,517,270,247,266.3939448549324,4,5865.19567448,0.5222,60.0,Greed,False,True,5865.19567448,1443682.0,69.86,73.07,-8.0,-1.0,0,0,1,11.3447,2792.42,Neutral,0,14.182708045248999,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,75901.55,26.565471,124,0,124,0.137901129032258,1,-12373.5563,0.0,47.0,Neutral,True,False,-12373.5563,75901.55,46.71,56.36,4.0,1.0,0,0,0,-99.7867,612.11,Bearish,0,11.237205559657305,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,427297.12,149.553903,159,31,128,2590.9266105660377,2,206.031497,0.195,46.0,Neutral,False,False,206.031497,427297.12,45.57,54.5,-1.0,0.0,0,0,1,1.2958,2687.4,Bearish,0,12.965237221903271,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.848926,262595.6,34.19572673,160,108,52,21.82584375,1,1095.6531992700002,0.675,49.0,Neutral,False,False,1095.6531992700002,262595.6,49.0,49.21,-1.0,-1.0,0,0,1,6.8478,1641.22,Bullish,0,12.478374293318423,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,82910.81,29.018782,1,0,1,20.222,1,-6849.788332,0.0,25.0,Fear,True,False,-6849.788332,82910.81,45.86,47.64,-24.0,-1.0,0,0,0,-6849.7883,82910.81,Bearish,0,11.32553279177295,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,76066.87,1.35322108,52,52,0,19.67671153846154,1,-1.35322108,1.0,16.0,Extreme Fear,False,False,-1.35322108,76066.87,31.43,40.71,6.0,-1.0,1,0,0,-0.026,1462.82,Bullish,1,11.239381247073494,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,219900.91,53.50649472,110,60,50,19.572636363636366,1,2427.39588428,0.5455,33.0,Fear,False,False,2427.39588428,219900.91,21.57,35.29,7.0,1.0,0,0,1,22.0672,1999.1,Neutral,0,12.300936862271389,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.355468,114173.17,20.67737314,65,55,10,16.268692307692305,1,-3190.03284114,0.8462,15.0,Extreme Fear,False,False,-3190.03284114,114173.17,20.14,33.0,-18.0,-1.0,1,0,0,-49.0774,1756.51,Bullish,1,11.645480368484407,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,55481.42,1.26292469,37,37,0,15.374135135135134,1,-1.26292469,1.0,34.0,Fear,False,False,-1.26292469,55481.42,24.71,28.07,9.0,1.0,0,0,0,-0.0341,1499.5,Bullish,1,10.923821492799751,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,57580.5,20.153151,47,0,47,15.963106382978722,1,2078.866537,0.0,28.0,Fear,False,False,2078.866537,57580.5,25.86,26.57,-6.0,1.0,0,0,1,44.2312,1225.12,Bearish,0,10.960956614538906,Top 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,173973.68,22.11483517,65,8,57,15.122876923076925,1,634.42590683,0.1231,27.0,Fear,False,False,634.42590683,173973.68,26.0,24.93,-1.0,1.0,0,0,1,9.7604,2676.52,Bearish,0,12.066665050366625,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,176292.61,41.25995296,53,1,52,15.026735849056603,1,-1107.05753596,0.0189,20.0,Extreme Fear,False,False,-1107.05753596,176292.61,24.14,22.86,-7.0,-1.0,1,0,0,-20.8879,3326.28,Bearish,0,12.079906122692226,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,115769.39,20.961068,53,1,52,13.87090566037736,1,1570.792203,0.0189,34.0,Fear,False,False,1570.792203,115769.39,27.43,23.71,10.0,1.0,0,0,1,29.6376,2184.33,Bearish,0,11.65936411194248,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,115001.41,20.26831496,27,17,10,12.514592592592592,1,-2335.6455059600003,0.6296,45.0,Neutral,False,False,-2335.6455059600003,115001.41,30.29,26.21,11.0,1.0,0,0,0,-86.5054,4259.31,Neutral,0,11.652708363647541,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,61324.83,1.54451693,42,42,0,13.897761904761904,1,-1.54451693,1.0,44.0,Fear,False,False,-1.54451693,61324.83,40.57,38.43,4.0,-1.0,0,0,0,-0.0368,1460.12,Bullish,1,11.023956403482716,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,56306.5,19.707219,97,0,97,12.764144329896908,1,-5038.173666,0.0,26.0,Fear,False,False,-5038.173666,56306.5,39.71,37.0,-18.0,-1.0,0,0,0,-51.9399,580.48,Bearish,0,10.938583020175534,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,113285.54,20.92763202,155,72,83,12.42447741935484,1,695.21631698,0.4645,34.0,Fear,False,False,695.21631698,113285.54,38.43,37.29,2.0,-1.0,0,0,1,4.4853,730.87,Neutral,0,11.637675640311906,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,54768.6,0.456405,1,1,0,12.0,1,-0.456405,1.0,25.0,Fear,False,False,-0.456405,54768.6,34.14,36.43,-19.0,-1.0,0,0,0,-0.4564,54768.6,Bullish,1,10.910890574482886,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,16.37,0.00035346,1,1,0,16.211,1,-0.00035346,1.0,38.0,Fear,False,False,-0.00035346,16.37,34.14,31.93,7.0,-1.0,0,0,0,-0.0004,16.37,Bullish,1,2.854744580253014,Lower-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,68679.46,24.037758,88,0,88,15.055318181818182,1,-120.023502,0.0,29.0,Fear,False,False,-120.023502,68679.46,35.71,30.86,-9.0,-1.0,0,0,0,-1.3639,780.45,Bearish,0,11.137220012717579,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,91365.76,31.977951,125,60,65,7.5039216,2,-165.390321,0.48,30.0,Fear,False,False,-165.390321,91365.76,34.43,31.21,1.0,-1.0,0,0,0,-1.3231,730.93,Neutral,0,11.422637015147236,Bottom 25%,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,528313.42,129.33009467,689,312,377,17.063288824383164,2,822.60434833,0.4528,33.0,Fear,False,False,822.60434833,528313.42,35.57,31.57,3.0,-1.0,0,0,1,1.1939,766.78,Neutral,0,13.177446877877385,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,226906.97,51.02067149,411,122,289,17.105413625304134,2,320.48232851,0.2968,32.0,Fear,False,False,320.48232851,226906.97,34.0,31.71,-1.0,1.0,0,0,1,0.7798,552.09,Bearish,0,12.332299795757038,Upper-Mid,Losing,0.5577,0.3846,6.2027,Losing,0.5577,0.3846,6.2027
